Age,Gender,Occupation,Annual_Income_USD,Marital_Status,Has_Children,Hotel_Stay_Frequency,Preferred_Hotel_Type,Typical_Length_of_Stay,Stay_Reason,Comfort_With_Smart_Features,WiFi_Importance,Mobile_Checkin_Usage,Allow_Data_For_Personalization,Valued_Aspects,Smart_Features_Desired,Common_Challenges,Average_Spend_Per_Night,Willingness_To_Pay_Extra,Would_Recommend_AI_Hotel,AI_Preference_Score,Willing_To_Stay_At_IntelliStay,Willing_To_Share_Preferences
38,Male,Working Professional,18316,Single,No,1–2,Luxury,1 night,Event,Yes,Very Important,Sometimes,No,Ambience,"Mood Music, AI Concierge","Noisy rooms, Lack of personalization, Poor Wi-Fi",53,$10–$20,Yes,4,Yes,Yes
33,Female,Working Professional,3641,Single,No,6–10,Airbnb,7+ nights,Other,Yes,Somewhat Important,Always,Yes,Privacy,"AI Concierge, Personalized Room Temperature, Smart Lighting","Poor Wi-Fi, Other, Long check-in times",110,< $5,Yes,5,Yes,Yes
35,Prefer not to say,Working Professional,32548,Married,No,1–2,Budget,4–6 nights,Business,Yes,Somewhat Important,Never,Yes,"Cleanliness, Technology, Ambience",Personalized Room Temperature,"Long check-in times, Noisy rooms",81,< $5,Yes,9,Yes,Yes
40,Female,Working Professional,74604,Divorced,Yes,3–5,Boutique,4–6 nights,Other,No,Very Important,Sometimes,Yes,"Technology, Ambience, Food Quality","Smart Mirror, AI Concierge",Long check-in times,113,< $5,Yes,6,No,Yes
26,Female,Entrepreneur,63570,Single,No,3–5,Airbnb,4–6 nights,Other,Yes,Somewhat Important,Sometimes,Yes,"Food Quality, Technology, Staff Friendliness",AI Concierge,"Lack of personalization, Noisy rooms",114,$20+,Yes,9,Yes,Yes
55,Female,Working Professional,7700,Divorced,Yes,6–10,Luxury,2–3 nights,Other,No,Somewhat Important,Sometimes,No,"Privacy, Food Quality",Smart Mirror,"Lack of personalization, Noisy rooms",163,$20+,Yes,5,No,Yes
24,Female,Entrepreneur,44683,Divorced,Yes,1–2,Luxury,2–3 nights,Transit,No,Very Important,Never,No,Cleanliness,"Personalized Room Temperature, Smart Lighting, Mood Music","Poor Wi-Fi, Lack of personalization",152,< $5,Yes,6,No,Yes
22,Male,Retired,9964,Married,No,3–5,Luxury,4–6 nights,Other,No,Somewhat Important,Always,Yes,"Ambience, Staff Friendliness","Personalized Room Temperature, Mood Music",Other,134,$5–$10,Yes,8,Yes,Yes
46,Female,Working Professional,9846,Single,No,3–5,Luxury,7+ nights,Leisure,Yes,Very Important,Always,Yes,Ambience,"Personalized Room Temperature, Mood Music, AI Concierge",Other,128,$20+,Yes,5,No,No
42,Prefer not to say,Retired,82881,Married,No,3–5,Boutique,2–3 nights,Event,Yes,Very Important,Sometimes,Yes,"Privacy, Technology",Smart Lighting,Other,110,< $5,Yes,9,Yes,Yes
41,Male,Working Professional,11489,Divorced,Yes,6–10,Business,7+ nights,Transit,Yes,Somewhat Important,Sometimes,Yes,"Ambience, Privacy",Mood Music,Lack of personalization,109,< $5,Yes,6,Yes,Yes
41,Female,Other,12220,Married,No,1–2,Budget,2–3 nights,Other,Yes,Somewhat Important,Sometimes,Yes,Staff Friendliness,"Personalized Room Temperature, Mood Music",Long check-in times,32,< $5,Yes,7,Yes,Yes
34,Male,Student,26,Single,No,6–10,Boutique,2–3 nights,Event,Yes,Very Important,Always,Yes,Cleanliness,"Mood Music, AI Concierge, Smart Lighting","Noisy rooms, Long check-in times, Other",156,$20+,Yes,5,Yes,Yes
26,Female,Working Professional,81815,Married,Yes,3–5,Luxury,2–3 nights,Business,Yes,Very Important,Sometimes,No,"Technology, Privacy",AI Concierge,Noisy rooms,133,$10–$20,Yes,5,No,Yes
35,Male,Working Professional,62923,Married,No,3–5,Boutique,2–3 nights,Business,Yes,Very Important,Always,Yes,Cleanliness,"Mood Music, Smart Lighting",Lack of personalization,180,< $5,Yes,5,Yes,Yes
28,Female,Working Professional,39482,Married,Yes,3–5,Airbnb,1 night,Event,Yes,Very Important,Always,No,Privacy,Mood Music,"Noisy rooms, Other",92,< $5,Yes,6,No,Yes
44,Female,Working Professional,55494,Single,No,3–5,Luxury,2–3 nights,Leisure,No,Very Important,Never,Yes,"Cleanliness, Food Quality, Technology","AI Concierge, Smart Lighting, Mood Music",Long check-in times,183,$20+,No,10,Yes,No
33,Male,Entrepreneur,6597,Single,No,1–2,Budget,2–3 nights,Event,Yes,Somewhat Important,Sometimes,No,Staff Friendliness,"Smart Mirror, Smart Lighting","Poor Wi-Fi, Noisy rooms, Lack of personalization",110,$5–$10,Yes,9,Yes,Yes
26,Female,Student,24523,Married,Yes,3–5,Luxury,2–3 nights,Event,Yes,Not Important,Sometimes,Yes,"Privacy, Food Quality",Personalized Room Temperature,Other,91,$5–$10,Yes,8,Yes,No
31,Female,Working Professional,17306,Divorced,Yes,3–5,Budget,2–3 nights,Transit,Yes,Somewhat Important,Always,No,Ambience,Personalized Room Temperature,"Long check-in times, Other",197,$5–$10,No,6,No,Yes
39,Non-Binary,Entrepreneur,3938,Single,Yes,3–5,Budget,7+ nights,Business,No,Somewhat Important,Sometimes,Yes,Cleanliness,"Personalized Room Temperature, Mood Music, Smart Mirror",Noisy rooms,138,$10–$20,Yes,5,No,Yes
29,Male,Working Professional,26631,Widowed,Yes,3–5,Business,2–3 nights,Business,Yes,Very Important,Sometimes,Yes,"Privacy, Staff Friendliness, Technology",AI Concierge,Noisy rooms,203,< $5,Yes,5,No,Yes
26,Male,Other,101400,Single,No,More than 10,Business,2–3 nights,Other,Yes,Very Important,Never,Yes,Food Quality,"Smart Mirror, Personalized Room Temperature, AI Concierge","Lack of personalization, Noisy rooms, Other",128,$10–$20,No,6,Yes,Yes
37,Male,Entrepreneur,1635,Married,No,3–5,Boutique,1 night,Event,Yes,Not Important,Never,No,"Staff Friendliness, Ambience, Cleanliness",Smart Mirror,"Noisy rooms, Lack of personalization",160,< $5,No,8,Yes,Yes
37,Prefer not to say,Other,13782,Married,Yes,1–2,Boutique,1 night,Event,No,Very Important,Sometimes,Yes,Staff Friendliness,Smart Lighting,"Noisy rooms, Lack of personalization",171,< $5,Yes,8,Yes,Yes
29,Non-Binary,Entrepreneur,9304,Married,Yes,3–5,Budget,4–6 nights,Leisure,No,Somewhat Important,Sometimes,Yes,Staff Friendliness,Smart Mirror,Other,105,$5–$10,Yes,7,Yes,Yes
30,Female,Working Professional,10880,Divorced,No,6–10,Luxury,2–3 nights,Business,Yes,Very Important,Sometimes,Yes,"Cleanliness, Ambience",AI Concierge,"Lack of personalization, Noisy rooms",137,$10–$20,Yes,8,No,Yes
37,Female,Working Professional,95628,Single,No,6–10,Airbnb,4–6 nights,Leisure,Yes,Very Important,Sometimes,Yes,"Technology, Food Quality","Smart Lighting, Smart Mirror, Personalized Room Temperature","Noisy rooms, Other, Lack of personalization",127,$5–$10,Yes,9,Yes,Yes
20,Female,Entrepreneur,25249,Divorced,Yes,3–5,Airbnb,1 night,Transit,Yes,Very Important,Always,No,"Ambience, Technology, Food Quality","Smart Mirror, AI Concierge, Mood Music","Noisy rooms, Poor Wi-Fi, Lack of personalization",161,< $5,Yes,6,Yes,Yes
20,Female,Working Professional,25116,Single,Yes,6–10,Luxury,2–3 nights,Other,Yes,Very Important,Sometimes,Yes,Staff Friendliness,"Smart Mirror, AI Concierge",Other,66,$5–$10,Yes,9,Yes,Yes
27,Male,Student,57180,Married,No,1–2,Luxury,2–3 nights,Leisure,Yes,Not Important,Always,Yes,"Ambience, Cleanliness, Food Quality",Mood Music,Other,150,$10–$20,Yes,5,Yes,Yes
32,Female,Working Professional,6712,Married,Yes,3–5,Business,2–3 nights,Business,No,Very Important,Always,No,Staff Friendliness,"Personalized Room Temperature, Mood Music","Poor Wi-Fi, Noisy rooms",166,$10–$20,Yes,8,Yes,Yes
38,Male,Other,26719,Married,Yes,6–10,Airbnb,1 night,Transit,No,Very Important,Always,No,"Staff Friendliness, Privacy","Smart Lighting, Personalized Room Temperature","Long check-in times, Poor Wi-Fi",85,$5–$10,Yes,7,No,Yes
49,Female,Working Professional,22483,Single,No,6–10,Budget,1 night,Event,Yes,Very Important,Sometimes,No,"Ambience, Technology","Smart Mirror, Smart Lighting",Lack of personalization,75,< $5,Yes,7,Yes,Yes
43,Female,Working Professional,36343,Divorced,No,3–5,Boutique,2–3 nights,Transit,Yes,Very Important,Sometimes,Yes,Cleanliness,"Personalized Room Temperature, Smart Mirror",Other,37,$5–$10,Yes,6,Yes,Yes
33,Female,Working Professional,308941,Single,No,6–10,Business,1 night,Leisure,Yes,Very Important,Sometimes,Yes,Technology,Personalized Room Temperature,"Lack of personalization, Poor Wi-Fi",223,$5–$10,No,9,Yes,Yes
34,Male,Working Professional,58691,Single,No,1–2,Airbnb,7+ nights,Business,No,Very Important,Sometimes,Yes,"Cleanliness, Ambience","Smart Mirror, AI Concierge","Long check-in times, Noisy rooms",83,$20+,Yes,6,No,Yes
24,Male,Working Professional,20290,Married,No,6–10,Luxury,2–3 nights,Leisure,No,Very Important,Always,Yes,Ambience,"Mood Music, AI Concierge","Long check-in times, Lack of personalization, Noisy rooms",190,$5–$10,Yes,10,Yes,Yes
34,Male,Working Professional,70306,Married,Yes,3–5,Airbnb,1 night,Event,Yes,Somewhat Important,Sometimes,Yes,"Food Quality, Technology",Smart Mirror,"Poor Wi-Fi, Noisy rooms",109,$5–$10,Yes,10,Yes,Yes
32,Male,Student,7487,Married,Yes,1–2,Budget,1 night,Event,Yes,Very Important,Always,Yes,"Food Quality, Technology, Staff Friendliness","Personalized Room Temperature, Mood Music",Noisy rooms,174,$5–$10,Yes,8,Yes,Yes
38,Male,Entrepreneur,1237,Single,Yes,1–2,Business,2–3 nights,Business,Yes,Very Important,Sometimes,Yes,"Cleanliness, Food Quality","Personalized Room Temperature, Smart Mirror","Other, Long check-in times",149,$5–$10,Yes,6,Yes,Yes
26,Non-Binary,Working Professional,9148,Single,Yes,3–5,Luxury,1 night,Other,Yes,Very Important,Never,Yes,"Ambience, Cleanliness",Mood Music,"Noisy rooms, Lack of personalization",225,$5–$10,Yes,5,Yes,Yes
40,Female,Entrepreneur,16645,Married,No,1–2,Budget,4–6 nights,Transit,No,Somewhat Important,Always,No,"Technology, Food Quality","Mood Music, AI Concierge, Personalized Room Temperature","Noisy rooms, Other, Poor Wi-Fi",192,$5–$10,Yes,3,No,Yes
50,Male,Retired,28581,Married,No,3–5,Boutique,7+ nights,Transit,Yes,Very Important,Always,Yes,"Technology, Ambience","AI Concierge, Mood Music","Noisy rooms, Lack of personalization, Other",130,$20+,Yes,8,Yes,Yes
33,Male,Working Professional,38193,Single,No,1–2,Business,2–3 nights,Event,No,Somewhat Important,Sometimes,Yes,"Staff Friendliness, Cleanliness","Smart Lighting, Smart Mirror","Other, Noisy rooms, Lack of personalization",135,$5–$10,Yes,5,Yes,Yes
39,Male,Working Professional,96587,Married,No,1–2,Budget,2–3 nights,Leisure,Yes,Very Important,Never,No,"Privacy, Technology","AI Concierge, Personalized Room Temperature","Long check-in times, Noisy rooms, Poor Wi-Fi",153,$5–$10,Yes,5,Yes,Yes
41,Female,Working Professional,28522,Married,Yes,3–5,Budget,1 night,Leisure,No,Very Important,Sometimes,Yes,"Staff Friendliness, Technology",Personalized Room Temperature,"Long check-in times, Poor Wi-Fi",254,< $5,No,8,Yes,Yes
30,Female,Retired,27828,Married,Yes,3–5,Luxury,2–3 nights,Other,Yes,Very Important,Never,Yes,"Food Quality, Staff Friendliness",Mood Music,Other,123,$10–$20,No,6,Yes,Yes
37,Non-Binary,Working Professional,2061,Married,No,3–5,Boutique,2–3 nights,Leisure,No,Very Important,Sometimes,No,"Technology, Food Quality, Staff Friendliness","Personalized Room Temperature, AI Concierge, Smart Lighting","Lack of personalization, Poor Wi-Fi",55,< $5,No,7,Yes,Yes
35,Female,Working Professional,1421,Married,No,6–10,Budget,2–3 nights,Transit,Yes,Somewhat Important,Never,No,Staff Friendliness,"Smart Mirror, AI Concierge, Mood Music","Lack of personalization, Other, Poor Wi-Fi",132,$5–$10,Yes,8,Yes,Yes
35,Prefer not to say,Working Professional,32043,Married,No,6–10,Business,2–3 nights,Leisure,Yes,Somewhat Important,Always,Yes,Technology,Personalized Room Temperature,"Noisy rooms, Other, Long check-in times",87,$5–$10,Yes,10,Yes,Yes
27,Female,Working Professional,23062,Married,No,6–10,Budget,2–3 nights,Other,Yes,Very Important,Always,Yes,Cleanliness,Smart Mirror,"Lack of personalization, Noisy rooms, Other",130,$5–$10,No,7,No,Yes
35,Male,Working Professional,73098,Single,No,3–5,Airbnb,2–3 nights,Transit,Yes,Somewhat Important,Never,Yes,Privacy,"Mood Music, Smart Mirror","Lack of personalization, Poor Wi-Fi, Noisy rooms",177,$10–$20,Yes,6,Yes,Yes
39,Non-Binary,Working Professional,7006,Married,No,6–10,Business,1 night,Leisure,Yes,Very Important,Never,Yes,"Staff Friendliness, Food Quality","Smart Mirror, AI Concierge, Mood Music","Noisy rooms, Other",145,$10–$20,Yes,7,No,No
49,Male,Entrepreneur,1011,Married,Yes,1–2,Business,2–3 nights,Transit,Yes,Somewhat Important,Always,Yes,Staff Friendliness,"Personalized Room Temperature, Smart Mirror","Lack of personalization, Noisy rooms, Other",90,$20+,Yes,6,Yes,Yes
44,Female,Working Professional,23843,Married,No,1–2,Budget,2–3 nights,Event,No,Very Important,Always,Yes,"Ambience, Staff Friendliness","AI Concierge, Smart Mirror, Mood Music","Other, Long check-in times",109,$5–$10,Yes,10,Yes,Yes
56,Male,Working Professional,10844,Single,No,3–5,Luxury,4–6 nights,Event,Yes,Very Important,Always,Yes,Food Quality,"Smart Lighting, Mood Music, Smart Mirror","Noisy rooms, Poor Wi-Fi, Other",66,$5–$10,Yes,8,Yes,No
27,Female,Working Professional,2035,Divorced,Yes,6–10,Business,1 night,Event,No,Somewhat Important,Always,Yes,Food Quality,"Smart Mirror, Smart Lighting","Noisy rooms, Lack of personalization",183,< $5,No,8,Yes,Yes
43,Female,Entrepreneur,51580,Married,No,1–2,Airbnb,4–6 nights,Leisure,No,Somewhat Important,Always,Yes,Privacy,"Smart Lighting, Personalized Room Temperature, Mood Music","Poor Wi-Fi, Other",161,$5–$10,Yes,10,Yes,Yes
36,Female,Working Professional,4733,Single,Yes,1–2,Luxury,2–3 nights,Other,Yes,Very Important,Never,Yes,Cleanliness,"Personalized Room Temperature, Mood Music",Poor Wi-Fi,65,< $5,Yes,5,No,Yes
56,Female,Retired,37492,Married,No,1–2,Luxury,1 night,Transit,Yes,Very Important,Sometimes,Yes,"Food Quality, Cleanliness, Ambience",Smart Lighting,"Lack of personalization, Long check-in times",246,$10–$20,Yes,4,Yes,Yes
26,Male,Working Professional,13198,Divorced,Yes,6–10,Luxury,2–3 nights,Business,Yes,Very Important,Sometimes,Yes,"Privacy, Cleanliness, Ambience","Personalized Room Temperature, Smart Mirror, Mood Music",Long check-in times,109,$5–$10,No,7,No,Yes
26,Male,Working Professional,7622,Single,No,3–5,Business,2–3 nights,Event,Yes,Very Important,Sometimes,Yes,Cleanliness,Smart Mirror,"Poor Wi-Fi, Other, Lack of personalization",134,$5–$10,Yes,4,Yes,Yes
29,Male,Student,19105,Widowed,Yes,1–2,Luxury,7+ nights,Event,Yes,Very Important,Sometimes,Yes,"Ambience, Staff Friendliness","Smart Mirror, AI Concierge, Smart Lighting",Lack of personalization,103,$5–$10,Yes,6,No,Yes
13,Male,Working Professional,64667,Married,No,3–5,Budget,1 night,Business,No,Somewhat Important,Sometimes,Yes,Staff Friendliness,"AI Concierge, Mood Music, Personalized Room Temperature","Poor Wi-Fi, Other",141,$10–$20,Yes,3,Yes,Yes
29,Female,Working Professional,19909,Married,Yes,3–5,Luxury,2–3 nights,Business,Yes,Very Important,Sometimes,Yes,"Food Quality, Privacy","AI Concierge, Personalized Room Temperature","Poor Wi-Fi, Noisy rooms",124,$5–$10,Yes,4,Yes,Yes
27,Male,Working Professional,55575,Single,Yes,3–5,Airbnb,2–3 nights,Leisure,Yes,Not Important,Sometimes,Yes,"Privacy, Cleanliness, Technology","Personalized Room Temperature, Mood Music, Smart Lighting","Noisy rooms, Other",50,$5–$10,Yes,9,Yes,No
36,Prefer not to say,Entrepreneur,5363,Single,No,1–2,Boutique,7+ nights,Transit,Yes,Somewhat Important,Sometimes,Yes,Ambience,"Smart Mirror, Personalized Room Temperature",Lack of personalization,178,$20+,Yes,8,Yes,No
38,Female,Student,59271,Divorced,No,6–10,Airbnb,2–3 nights,Event,No,Very Important,Sometimes,Yes,Privacy,"Personalized Room Temperature, Smart Lighting","Long check-in times, Noisy rooms, Poor Wi-Fi",78,$10–$20,No,10,Yes,Yes
53,Female,Working Professional,10816,Single,Yes,3–5,Business,7+ nights,Other,Yes,Somewhat Important,Never,Yes,"Staff Friendliness, Cleanliness","Personalized Room Temperature, Smart Mirror, Mood Music","Lack of personalization, Other",165,$5–$10,Yes,7,Yes,Yes
44,Male,Working Professional,45252,Married,Yes,3–5,Luxury,7+ nights,Leisure,Yes,Somewhat Important,Never,Yes,Staff Friendliness,"Smart Lighting, AI Concierge","Lack of personalization, Other, Poor Wi-Fi",108,$5–$10,Yes,7,No,Yes
29,Female,Student,33368,Single,No,1–2,Luxury,2–3 nights,Leisure,Yes,Somewhat Important,Sometimes,Yes,"Privacy, Staff Friendliness","Personalized Room Temperature, Smart Mirror, AI Concierge",Noisy rooms,123,$5–$10,Yes,7,Yes,Yes
26,Non-Binary,Working Professional,105884,Single,No,3–5,Budget,4–6 nights,Other,Yes,Very Important,Sometimes,Yes,"Technology, Staff Friendliness","Smart Lighting, AI Concierge, Personalized Room Temperature","Other, Lack of personalization",144,$10–$20,Yes,10,Yes,No
39,Female,Working Professional,19596,Single,No,3–5,Luxury,7+ nights,Other,No,Very Important,Always,Yes,Cleanliness,Smart Mirror,"Other, Long check-in times, Noisy rooms",126,$10–$20,Yes,9,Yes,No
21,Female,Working Professional,2738,Married,Yes,3–5,Airbnb,2–3 nights,Other,No,Very Important,Sometimes,Yes,Food Quality,Personalized Room Temperature,"Noisy rooms, Poor Wi-Fi",157,$5–$10,No,5,No,Yes
53,Female,Working Professional,773,Widowed,No,1–2,Business,2–3 nights,Business,Yes,Very Important,Sometimes,No,"Staff Friendliness, Cleanliness, Privacy","AI Concierge, Personalized Room Temperature",Noisy rooms,84,$10–$20,Yes,8,Yes,Yes
46,Male,Working Professional,70145,Single,Yes,6–10,Boutique,2–3 nights,Event,Yes,Very Important,Always,Yes,"Cleanliness, Food Quality","Smart Lighting, Smart Mirror",Noisy rooms,171,< $5,Yes,7,Yes,Yes
30,Female,Working Professional,29755,Single,Yes,1–2,Luxury,2–3 nights,Business,Yes,Somewhat Important,Sometimes,Yes,Privacy,"Mood Music, Smart Mirror, AI Concierge","Poor Wi-Fi, Lack of personalization",68,$10–$20,Yes,8,Yes,Yes
17,Male,Student,59709,Single,No,3–5,Boutique,1 night,Event,Yes,Very Important,Sometimes,No,"Privacy, Food Quality","AI Concierge, Smart Lighting","Other, Long check-in times, Noisy rooms",74,< $5,No,10,Yes,Yes
48,Male,Working Professional,10685,Married,No,6–10,Luxury,2–3 nights,Business,Yes,Somewhat Important,Always,No,"Cleanliness, Staff Friendliness","Smart Lighting, Smart Mirror, AI Concierge",Lack of personalization,148,$5–$10,Yes,8,Yes,Yes
33,Male,Other,16929,Married,No,3–5,Business,2–3 nights,Transit,Yes,Somewhat Important,Never,Yes,"Ambience, Technology","Smart Lighting, Mood Music, Personalized Room Temperature","Noisy rooms, Long check-in times",172,$20+,Yes,6,Yes,No
47,Male,Working Professional,1222,Divorced,Yes,6–10,Airbnb,2–3 nights,Event,Yes,Not Important,Always,Yes,"Privacy, Technology, Ambience","Personalized Room Temperature, AI Concierge, Mood Music","Lack of personalization, Long check-in times, Noisy rooms",134,$5–$10,Yes,10,Yes,Yes
19,Male,Working Professional,130275,Married,No,3–5,Business,1 night,Leisure,No,Very Important,Never,Yes,"Cleanliness, Ambience","Smart Mirror, Mood Music","Noisy rooms, Lack of personalization",194,$20+,Yes,4,No,No
29,Male,Working Professional,44088,Married,No,3–5,Boutique,4–6 nights,Event,Yes,Somewhat Important,Sometimes,Yes,"Privacy, Food Quality","Mood Music, Smart Lighting, Personalized Room Temperature",Poor Wi-Fi,78,< $5,Yes,6,Yes,Yes
35,Prefer not to say,Entrepreneur,108245,Single,No,6–10,Luxury,4–6 nights,Event,No,Somewhat Important,Sometimes,Yes,Technology,Smart Lighting,"Other, Long check-in times",61,$5–$10,Yes,9,Yes,No
35,Female,Entrepreneur,12342,Widowed,Yes,1–2,Boutique,1 night,Event,Yes,Somewhat Important,Sometimes,Yes,"Food Quality, Staff Friendliness, Cleanliness","Smart Lighting, Mood Music, AI Concierge","Poor Wi-Fi, Lack of personalization",161,$10–$20,Yes,5,Yes,Yes
30,Prefer not to say,Working Professional,37814,Single,Yes,3–5,Airbnb,2–3 nights,Transit,Yes,Somewhat Important,Sometimes,Yes,"Technology, Food Quality","Mood Music, Personalized Room Temperature, AI Concierge",Long check-in times,126,< $5,No,7,Yes,Yes
41,Male,Other,45390,Single,Yes,6–10,Business,2–3 nights,Business,No,Very Important,Sometimes,Yes,"Privacy, Ambience, Technology",AI Concierge,Noisy rooms,160,< $5,No,6,Yes,No
